YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Sex,Grade,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2023,2023,IL,Illinois,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.1,22.1,,,15.4,30.8,535,,,12th,,"(40.485010283, -88.997710178)",PA,PA1,Q048,VALUE,17,Grade,12th,GRADE,GRADE12
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,25.3,25.3,,,18.5,33.5,340,,,9th,,"(39.766910452, -86.149960194)",PA,PA1,Q048,VALUE,18,Grade,9th,GRADE,GRADE09
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,25.6,25.6,,,19.8,32.4,263,,,10th,,"(39.766910452, -86.149960194)",PA,PA1,Q048,VALUE,18,Grade,10th,GRADE,GRADE10
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21,21,,,14.3,29.8,151,,,11th,,"(39.766910452, -86.149960194)",PA,PA1,Q048,VALUE,18,Grade,11th,GRADE,GRADE11
2023,2023,IN,Indiana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21.6,21.6,,,16.7,27.6,184,,,12th,,"(39.766910452, -86.149960194)",PA,PA1,Q048,VALUE,18,Grade,12th,GRADE,GRADE12
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,25.2,25.2,,,19.8,31.6,513,,,9th,,"(37.645970271, -84.774971048)",PA,PA1,Q048,VALUE,21,Grade,9th,GRADE,GRADE09
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21.7,21.7,,,17.3,26.8,494,,,10th,,"(37.645970271, -84.774971048)",PA,PA1,Q048,VALUE,21,Grade,10th,GRADE,GRADE10
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,24.2,24.2,,,21.1,27.5,468,,,11th,,"(37.645970271, -84.774971048)",PA,PA1,Q048,VALUE,21,Grade,11th,GRADE,GRADE11
2023,2023,KY,Kentucky,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,20.9,20.9,,,16.6,26,371,,,12th,,"(37.645970271, -84.774971048)",PA,PA1,Q048,VALUE,21,Grade,12th,GRADE,GRADE12
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,24.1,24.1,,,21.8,26.6,1969,,,9th,,"(45.254228894001, -68.985031336)",PA,PA1,Q048,VALUE,23,Grade,9th,GRADE,GRADE09
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.5,22.5,,,20.3,24.8,1900,,,10th,,"(45.254228894001, -68.985031336)",PA,PA1,Q048,VALUE,23,Grade,10th,GRADE,GRADE10
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.3,22.3,,,20,24.8,1583,,,11th,,"(45.254228894001, -68.985031336)",PA,PA1,Q048,VALUE,23,Grade,11th,GRADE,GRADE11
2023,2023,ME,Maine,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,19.8,19.8,,,17.7,22.1,1335,,,12th,,"(45.254228894001, -68.985031336)",PA,PA1,Q048,VALUE,23,Grade,12th,GRADE,GRADE12
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21.1,21.1,,,19.6,22.7,10294,,,9th,,"(39.290580964, -76.609260111)",PA,PA1,Q048,VALUE,24,Grade,9th,GRADE,GRADE09
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21,21,,,19.7,22.4,10276,,,10th,,"(39.290580964, -76.609260111)",PA,PA1,Q048,VALUE,24,Grade,10th,GRADE,GRADE10
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,18.6,18.6,,,17.4,19.9,8545,,,11th,,"(39.290580964, -76.609260111)",PA,PA1,Q048,VALUE,24,Grade,11th,GRADE,GRADE11
2023,2023,MD,Maryland,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,18.1,18.1,,,16.8,19.5,6932,,,12th,,"(39.290580964, -76.609260111)",PA,PA1,Q048,VALUE,24,Grade,12th,GRADE,GRADE12
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,27.3,27.3,,,22.7,32.4,922,,,9th,,"(42.27687047, -72.082690675)",PA,PA1,Q048,VALUE,25,Grade,9th,GRADE,GRADE09
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21.3,21.3,,,16.9,26.5,680,,,10th,,"(42.27687047, -72.082690675)",PA,PA1,Q048,VALUE,25,Grade,10th,GRADE,GRADE10
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.3,22.3,,,19.5,25.2,794,,,11th,,"(42.27687047, -72.082690675)",PA,PA1,Q048,VALUE,25,Grade,11th,GRADE,GRADE11
2023,2023,MA,Massachusetts,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.5,22.5,,,17.7,28.1,520,,,12th,,"(42.27687047, -72.082690675)",PA,PA1,Q048,VALUE,25,Grade,12th,GRADE,GRADE12
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,32.4,32.4,,,27.4,37.8,621,,,9th,,"(44.661319543001, -84.71439027)",PA,PA1,Q048,VALUE,26,Grade,9th,GRADE,GRADE09
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,26,26,,,21.8,30.7,758,,,10th,,"(44.661319543001, -84.71439027)",PA,PA1,Q048,VALUE,26,Grade,10th,GRADE,GRADE10
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,24.6,24.6,,,22.1,27.2,450,,,11th,,"(44.661319543001, -84.71439027)",PA,PA1,Q048,VALUE,26,Grade,11th,GRADE,GRADE11
2023,2023,MI,Michigan,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.3,22.3,,,15.8,30.4,272,,,12th,,"(44.661319543001, -84.71439027)",PA,PA1,Q048,VALUE,26,Grade,12th,GRADE,GRADE12
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,18.6,18.6,,,8,37.5,134,,,9th,,"(32.745510099, -89.538030825)",PA,PA1,Q048,VALUE,28,Grade,9th,GRADE,GRADE09
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,24.5,24.5,,,16,35.5,167,,,10th,,"(32.745510099, -89.538030825)",PA,PA1,Q048,VALUE,28,Grade,10th,GRADE,GRADE10
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,23.8,23.8,,,16.6,33,129,,,11th,,"(32.745510099, -89.538030825)",PA,PA1,Q048,VALUE,28,Grade,11th,GRADE,GRADE11
2023,2023,MS,Mississippi,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,20.4,20.4,,,12,32.6,117,,,12th,,"(32.745510099, -89.538030825)",PA,PA1,Q048,VALUE,28,Grade,12th,GRADE,GRADE12
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,31.4,31.4,,,22.1,42.5,255,,,9th,,"(38.635790776, -92.566300053)",PA,PA1,Q048,VALUE,29,Grade,9th,GRADE,GRADE09
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,27.1,27.1,,,17,40.1,167,,,10th,,"(38.635790776, -92.566300053)",PA,PA1,Q048,VALUE,29,Grade,10th,GRADE,GRADE10
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,22.5,22.5,,,15.9,30.8,150,,,11th,,"(38.635790776, -92.566300053)",PA,PA1,Q048,VALUE,29,Grade,11th,GRADE,GRADE11
2023,2023,MO,Missouri,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21.8,21.8,,,6.4,53.4,65,,,12th,,"(38.635790776, -92.566300053)",PA,PA1,Q048,VALUE,29,Grade,12th,GRADE,GRADE12
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,30.6,30.6,,,26.5,35,921,,,9th,,"(47.066528972, -109.424420645)",PA,PA1,Q048,VALUE,30,Grade,9th,GRADE,GRADE09
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,25.8,25.8,,,23.6,28.1,1118,,,10th,,"(47.066528972, -109.424420645)",PA,PA1,Q048,VALUE,30,Grade,10th,GRADE,GRADE10
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,24.2,24.2,,,20.7,28,764,,,11th,,"(47.066528972, -109.424420645)",PA,PA1,Q048,VALUE,30,Grade,11th,GRADE,GRADE11
2023,2023,MT,Montana,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,24.5,24.5,,,20.1,29.6,699,,,12th,,"(47.066528972, -109.424420645)",PA,PA1,Q048,VALUE,30,Grade,12th,GRADE,GRADE12
2023,2023,US,National,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,26.9,26.9,,,24.4,29.6,5314,,,9th,,,PA,PA1,Q048,VALUE,59,Grade,9th,GRADE,GRADE09
2023,2023,US,National,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,26.4,26.4,,,23.5,29.6,5124,,,10th,,,PA,PA1,Q048,VALUE,59,Grade,10th,GRADE,GRADE10
2023,2023,US,National,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,23.7,23.7,,,21.1,26.4,4514,,,11th,,,PA,PA1,Q048,VALUE,59,Grade,11th,GRADE,GRADE11
2023,2023,US,National,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,21,21,,,18.3,24.1,3741,,,12th,,,PA,PA1,Q048,VALUE,59,Grade,12th,GRADE,GRADE12
2023,2023,NE,Nebraska,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,26.7,26.7,,,18.6,36.8,165,,,9th,,"(41.641040988001, -99.365720623)",PA,PA1,Q048,VALUE,31,Grade,9th,GRADE,GRADE09
2023,2023,NE,Nebraska,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,26.8,26.8,,,17.2,39.2,133,,,10th,,"(41.641040988001, -99.365720623)",PA,PA1,Q048,VALUE,31,Grade,10th,GRADE,GRADE10
2023,2023,NE,Nebraska,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,33.5,33.5,,,25.2,43,176,,,11th,,"(41.641040988001, -99.365720623)",PA,PA1,Q048,VALUE,31,Grade,11th,GRADE,GRADE11
2023,2023,NE,Nebraska,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,30.9,30.9,,,20.8,43.3,81,,,12th,,"(41.641040988001, -99.365720623)",PA,PA1,Q048,VALUE,31,Grade,12th,GRADE,GRADE12
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,18.2,18.2,,,13.8,23.8,413,,,9th,,"(39.49324039, -117.071840564)",PA,PA1,Q048,VALUE,32,Grade,9th,GRADE,GRADE09
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,17.5,17.5,,,14.7,20.8,389,,,10th,,"(39.49324039, -117.071840564)",PA,PA1,Q048,VALUE,32,Grade,10th,GRADE,GRADE10
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,16.7,16.7,,,11.3,24,257,,,11th,,"(39.49324039, -117.071840564)",PA,PA1,Q048,VALUE,32,Grade,11th,GRADE,GRADE11
2023,2023,NV,Nevada,Youth Risk Behavior Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily,,Value,16.7,16.7,,,11.4,23.8,290,,,12th,,"(39.49324039, -117.071840564)",PA,PA1,Q048,VALUE,32,Grade,12th,GRADE,GRADE12
